TXN_ID,DATE,MINISTRY_CODE,MINISTRY_NAME,ACCOUNT_CODE,DESCRIPTION,VENDOR,AMOUNT_KES,PAYMENT_METHOD
KE-2400588,18/12/2023,MOH,Ministry of Health,2211110,Maternity supplies and delivery kits,Regional Bank Services,2577.59,MOBILE_MONEY
KE-2400589,24/10/2023,MOI,Ministry of Interior,2211306,Antenatal outreach services,Nile Motors,343266.49,CHEQUE
KE-2400590,10/03/2024,MOI,Ministry of Interior,3110701,Purchase of vehicles - ambulances,MediPlus Distributors,3003.71,MOBILE_MONEY
KE-2400591,11/10/2023,MOE,Ministry of Education,3110101,Construction of buildings - health facilities,Care Foundation,12448.37,CHEQUE
KE-2400592,13/06/2024,MOF,Ministry of Finance,2211201,Laboratory reagents,Public Health Institute,7049.18,CHEQUE
KE-2400593,22/09/2023,MOFA,Ministry of Family Affairs,2110101,Basic salaries - permanent employees,BuildRight Contractors,2045681.37,MOBILE_MONEY
KE-2400594,23/07/2023,MOH,Ministry of Health,2211407,Cleaning and fumigation - health facilities,Public Health Institute,2663.5,MOBILE_MONEY
KE-2400595,01/07/2023,MOE,Ministry of Education,2211511,Printing and stationery,NextGen IT,83452.91,MOBILE_MONEY
KE-2400596,31/08/2023,MOFA,Ministry of Family Affairs,2110101,Basic salaries - permanent employees,BuildRight Contractors,54716.4,CHEQUE
KE-2400597,13/09/2023,MOI,Ministry of Interior,2211501,Refined fuels,SafeWater Kenya,2116787.16,BANK_TRANSFER
KE-2400598,13/06/2024,MOH,Ministry of Health,2211501,Refined fuels,Nile Motors,166427.39,CHEQUE
KE-2400599,21/06/2024,MOE,Ministry of Education,2110101,Basic salaries - permanent employees,TechnoServ Africa,20258.06,MOBILE_MONEY
KE-2400600,11/08/2023,MOI,Ministry of Interior,2211201,Laboratory reagents,NextGen IT,25597.28,CHEQUE
KE-2400601,14/09/2023,MOE,Ministry of Education,2211105,HIV test kits and ARVs,PharmaWest Africa,762325.48,CHEQUE
KE-2400602,08/02/2024,MOI,Ministry of Interior,2211308,Youth SRH counselling services,BuildRight Contractors,49766.99,MOBILE_MONEY
KE-2400603,14/11/2023,MOFA,Ministry of Family Affairs,2211404,SGBV survivor support services,Nile Motors,534284.28,BANK_TRANSFER
KE-2400604,18/05/2024,MOI,Ministry of Interior,2211101,Medical drugs,Nile Motors,674852.9,CHEQUE
KE-2400605,03/05/2024,MOFA,Ministry of Family Affairs,2211308,Youth SRH counselling services,TechnoServ Africa,6395.95,CHEQUE
KE-2400606,21/02/2024,MOF,Ministry of Finance,2211105,HIV TEST KITS AND ARVS,Highlands Print Works,1974090.16,BANK_TRANSFER
KE-2400607,06/07/2023,MOH,Ministry of Health,2210301,Domestic travel,Sunrise Cleaning Services,87274.41,CHEQUE
KE-2400608,14/12/2023,MOE,Ministry of Education,2211305,Immunisation outreach,Modern Office Systems,1562.31,BANK_TRANSFER
KE-2400609,16/03/2024,MOI,Ministry of Interior,2211320,Cervical cancer screening,TransAfrica Logistics,5548.88,BANK_TRANSFER
KE-2400610,05/10/2023,MOI,Ministry of Interior,3110101,Construction of buildings - health facilities,NextGen IT,1727.62,MOBILE_MONEY
KE-2400611,18/04/2024,MOF,Ministry of Finance,2211404,SGBV survivor support services,GreenLeaf Consultancy,2129.66,MOBILE_MONEY
KE-2400612,29/10/2023,MOH,Ministry of Health,2110101,basic salaries - permanent employees,Vitalis Pharma,2665.02,BANK_TRANSFER
KE-2400613,27/07/2023,MOFA,Ministry of Family Affairs,2211101,Medical drugs,PharmaWest Africa,206691.92,MOBILE_MONEY
KE-2400614,23/06/2024,MOI,Ministry of Interior,2211404,SGBV survivor support services,United Diagnostics,133760.47,CHEQUE
KE-2400615,07/03/2024,MOE,Ministry of Education,2211306,Antenatal outreach services,PharmaWest Africa,21354.59,CHEQUE
KE-2400616,16/03/2024,MOH,Ministry of Health,2211101,Medical drugs,SafeWater Kenya,82436.58,CHEQUE
KE-2400617,03/03/2024,MOE,Ministry of Education,2211320,Cervical cancer screening,NextGen IT,947.97,CHEQUE
KE-2400618,05/02/2024,MOH,Ministry of Health,2211201,Laboratory reagents,PharmaWest Africa,20874.65,BANK_TRANSFER
KE-2400619,22/08/2023,MOH,Ministry of Health,2211102,Contraceptives and family planning commodities,Regional Bank Services,3213.06,BANK_TRANSFER
KE-2400620,27/08/2023,MOI,Ministry of Interior,2211306,Antenatal outreach services,Public Health Institute,359449.07,BANK_TRANSFER
KE-2400621,04/08/2023,MOFA,Ministry of Family Affairs,2211501,Refined fuels,GreenLeaf Consultancy,"""29,342.89""",MOBILE_MONEY
KE-2400622,18/06/2024,MOE,Ministry of Education,2211404,SGBV survivor support services,GreenLeaf Consultancy,12577.7,MOBILE_MONEY
KE-2400623,06/02/2024,MOFA,Ministry of Family Affairs,2211199,General medical consumables,Highlands Print Works,1842834.21,MOBILE_MONEY
KE-2400624,24/11/2023,MOI,Ministry of Interior,2211199,General medical consumables,Regional Bank Services,680331.79,MOBILE_MONEY
KE-2400625,23/02/2024,MOH,Ministry of Health,2211501,Refined fuels,Highlands Print Works,-21641.03,BANK_TRANSFER
KE-2400626,29/12/2023,MOE,Ministry of Education,2211103,Vaccines,Highlands Print Works,2008168.29,CHEQUE
KE-2400627,16/07/2023,MOF,Ministry of Finance,2211407,Cleaning and fumigation - health facilities,GreenLeaf Consultancy,237715.14,BANK_TRANSFER
KE-2400628,28/02/2024,MOE,Ministry of Education,2110101,Basic salaries - permanent employees,Vitalis Pharma,102543.14,MOBILE_MONEY
KE-2400629,12/05/2024,MOE,Ministry of Education,2211306,Antenatal outreach services,Highlands Print Works,616972.39,BANK_TRANSFER
KE-2400630,17/10/2023,MOE,Ministry of Education,2211305,Immunisation outreach,Modern Office Systems,886425.32,CHEQUE
KE-2400631,11/09/2023,MOF,Ministry of Finance,2211101,Medical drugs,NextGen IT,138259.95,MOBILE_MONEY
KE-2400632,09/06/2024,MOFA,Ministry of Family Affairs,2211105,HIV test kits and ARVs,Regional Bank Services,1958.65,BANK_TRANSFER
KE-2400633,06/04/2024,MOFA,Ministry of Family Affairs,2211199,General medical consumables,SafeWater Kenya,345888.71,MOBILE_MONEY
KE-2400634,08/11/2023,MOI,Ministry of Interior,2210201,Communication supplies,TechnoServ Africa,1728.78,MOBILE_MONEY
KE-2400635,14/09/2023,MOI,Ministry of Interior,2210201,Communication supplies,Vitalis Pharma,139778.86,CHEQUE
KE-2400636,21/03/2024,MOE,Ministry of Education,2211320,Cervical cancer screening,Care Foundation,70715.53,MOBILE_MONEY
KE-2400637,27/01/2024,MOI,Ministry of Interior,2211101,Medical drugs,Vitalis Pharma,99069.6,MOBILE_MONEY
KE-2400638,12/10/2023,MOI,Ministry of Interior,2211404,SGBV survivor support services,Sunrise Cleaning Services,8548.95,MOBILE_MONEY
KE-2400639,07/09/2023,MOI,Ministry of Interior,3110701,PURCHASE OF VEHICLES - AMBULANCES,Modern Office Systems,232036.99,MOBILE_MONEY
KE-2400640,11/09/2023,MOF,Ministry of Finance,2211103,Vaccines,Care Foundation,474287.04,BANK_TRANSFER
KE-2400641,01/05/2024,MOE,Ministry of Education,2211105,HIV test kits and ARVs,MedSupplies Ltd,4999.4,CHEQUE
KE-2400642,29/11/2023,MOH,Ministry of Health,2210301,Domestic travel,TechnoServ Africa,598804.13,MOBILE_MONEY
KE-2400643,05/12/2023,MOI,Ministry of Interior,2211308,Youth SRH counselling services,SafeWater Kenya,186644.71,CHEQUE
KE-2400644,02/03/2024,MOFA,Ministry of Family Affairs,2211407,Cleaning and fumigation - health facilities,Highlands Print Works,12168.87,CHEQUE
KE-2400645,10/06/2024,MOFA,Ministry of Family Affairs,2211199,General medical consumables,NextGen IT,1756.62,MOBILE_MONEY
KE-2400646,08/01/2024,MOE,Ministry of Education,2211320,Cervical cancer screening,GreenLeaf Consultancy,3632.0,CHEQUE
KE-2400647,10/07/2023,MOF,Ministry of Finance,2211199,General medical consumables,Sunrise Cleaning Services,1276.12,MOBILE_MONEY
KE-2400648,12/09/2023,MOE,Ministry of Education,2211306,antenatal outreach services,Highlands Print Works,904327.98,MOBILE_MONEY
KE-2400649,25/03/2024,MOFA,Ministry of Family Affairs,2211201,Laboratory reagents,SafeWater Kenya,100505.9,BANK_TRANSFER
KE-2400650,19/08/2023,MOH,Ministry of Health,2211404,SGBV survivor support services,Highlands Print Works,850837.18,BANK_TRANSFER
KE-2400651,19/06/2024,MOF,Ministry of Finance,2211501,Refined fuels,United Diagnostics,1279766.68,CHEQUE
KE-2400652,04/03/2024,MOF,Ministry of Finance,2211306,Antenatal outreach services,PharmaWest Africa,53980.22,CHEQUE
KE-2400653,04/03/2024,MOE,Ministry of Education,2210301,Domestic travel,BuildRight Contractors,200029.56,BANK_TRANSFER
KE-2400654,24/05/2024,MOFA,Ministry of Family Affairs,2211110,Maternity supplies and delivery kits,TransAfrica Logistics,3106.58,CHEQUE
KE-2400655,07/10/2023,MOI,Ministry of Interior,2211105,HIV test kits and ARVs,Regional Bank Services,1329030.88,BANK_TRANSFER
KE-2400656,22/08/2023,MOF,Ministry of Finance,2211199,General medical consumables,Modern Office Systems,1501.08,MOBILE_MONEY
KE-2400657,15/10/2023,MOFA,Ministry of Family Affairs,2211407,Cleaning and fumigation - health facilities,MedSupplies Ltd,135562.45,BANK_TRANSFER
KE-2400658,31/12/2023,MOFA,Ministry of Family Affairs,2211308,Youth SRH counselling services,United Diagnostics,110464.33,MOBILE_MONEY
KE-2400659,20/11/2023,MOE,Ministry of Education,2210301,Domestic travel,GreenLeaf Consultancy,1232.98,CHEQUE
KE-2400660,28/09/2023,MOI,Ministry of Interior,2110101,Basic salaries - permanent employees,Nile Motors,240049.98,MOBILE_MONEY
KE-2400661,17/01/2024,MOH,Ministry of Health,2211110,Maternity supplies and delivery kits,Modern Office Systems,2094.1,MOBILE_MONEY
KE-2400662,26/07/2023,MOI,Ministry of Interior,2211511,Printing and stationery,Modern Office Systems,174412.51,CHEQUE
KE-2400663,12/05/2024,MOI,Ministry of Interior,3110101,Construction of buildings - health facilities,Sunrise Cleaning Services,726077.43,CHEQUE
KE-2400664,31/10/2023,MOH,Ministry of Health,2110101,Basic salaries - permanent employees,Highlands Print Works,7040.03,MOBILE_MONEY
KE-2400665,23/11/2023,MOFA,Ministry of Family Affairs,2211501,Refined fuels,Care Foundation,2008.02,CHEQUE
KE-2400666,23/07/2023,MOFA,Ministry of Family Affairs,2210201,Communication supplies,Vitalis Pharma,80635.1,MOBILE_MONEY
KE-2400667,27/02/2024,MOI,Ministry of Interior,2211103,Vaccines,GreenLeaf Consultancy,570778.31,CHEQUE
KE-2400668,25/08/2023,MOFA,Ministry of Family Affairs,2211101,Medical drugs,Sunrise Cleaning Services,257545.75,MOBILE_MONEY
KE-2400669,03/06/2024,MOFA,Ministry of Family Affairs,2211105,HIV test kits and ARVs,SafeWater Kenya,280090.75,MOBILE_MONEY
KE-2400670,04/07/2023,MOI,Ministry of Interior,2211511,Printing and stationery,NextGen IT,5831.3,CHEQUE
KE-2400671,11/10/2023,MOH,Ministry of Health,2211305,Immunisation outreach,MedSupplies Ltd,33994.13,MOBILE_MONEY
KE-2400672,10/05/2024,MOE,Ministry of Education,3110701,Purchase of vehicles - ambulances,TransAfrica Logistics,-352237.65,BANK_TRANSFER
KE-2400673,26/04/2024,MOI,Ministry of Interior,2211306,Antenatal outreach services,Sunrise Cleaning Services,"""8,613.87""",MOBILE_MONEY
KE-2400674,10/10/2023,MOH,Ministry of Health,3110101,Construction of buildings - health facilities,MediPlus Distributors,181729.08,MOBILE_MONEY
KE-2400675,01/05/2024,MOE,Ministry of Education,2211305,Immunisation outreach,PharmaWest Africa,17473.34,CHEQUE
KE-2400676,30/05/2024,MOH,Ministry of Health,2210201,Communication supplies,BuildRight Contractors,16946.79,CHEQUE
KE-2400677,15/09/2023,MOH,Ministry of Health,2211201,Laboratory reagents,GreenLeaf Consultancy,109798.98,MOBILE_MONEY
KE-2400678,22/06/2024,MOF,Ministry of Finance,2211511,Printing and stationery,Vitalis Pharma,104057.64,CHEQUE
KE-2400679,14/01/2024,MOE,Ministry of Education,2211501,Refined fuels,Nile Motors,690886.15,BANK_TRANSFER
KE-2400680,26/06/2024,MOFA,Ministry of Family Affairs,2210301,Domestic travel,MedSupplies Ltd,65221.3,MOBILE_MONEY
KE-2400681,04/02/2024,MOFA,Ministry of Family Affairs,3110701,Purchase of vehicles - ambulances,MedSupplies Ltd,4017.94,BANK_TRANSFER
KE-2400682,16/10/2023,MOFA,Ministry of Family Affairs,2211102,Contraceptives and family planning commodities,MedSupplies Ltd,850411.63,BANK_TRANSFER
KE-2400683,04/06/2024,MOF,Ministry of Finance,2211105,HIV test kits and ARVs,Modern Office Systems,88817.96,BANK_TRANSFER
KE-2400684,01/06/2024,MOE,Ministry of Education,2211103,Vaccines,Highlands Print Works,1481233.61,CHEQUE
KE-2400685,02/05/2024,MOE,Ministry of Education,2211305,Immunisation outreach,BuildRight Contractors,330700.44,MOBILE_MONEY
KE-2400686,12/12/2023,MOF,Ministry of Finance,2211308,Youth SRH counselling services,BuildRight Contractors,2495.68,BANK_TRANSFER
KE-2400687,13/12/2023,MOH,Ministry of Health,2211320,Cervical cancer screening,Sunrise Cleaning Services,319739.07,BANK_TRANSFER
KE-2400688,12/07/2023,MOE,Ministry of Education,2211306,Antenatal outreach services,Public Health Institute,752925.2,CHEQUE
KE-2400689,25/02/2024,MOH,Ministry of Health,2211404,SGBV survivor support services,Regional Bank Services,8228.59,BANK_TRANSFER
KE-2400690,30/09/2023,MOI,Ministry of Interior,2110101,Basic salaries - permanent employees,SafeWater Kenya,-137418.25,MOBILE_MONEY
KE-2400691,28/06/2024,MOFA,Ministry of Family Affairs,2211305,Immunisation outreach,GreenLeaf Consultancy,1370168.31,CHEQUE
KE-2400692,12/09/2023,MOI,Ministry of Interior,2211501,Refined fuels,Public Health Institute,2062967.83,BANK_TRANSFER
KE-2400693,06/01/2024,MOH,Ministry of Health,2210301,Domestic travel,Public Health Institute,1084.77,BANK_TRANSFER
KE-2400694,18/01/2024,MOFA,Ministry of Family Affairs,2211199,General medical consumables,TransAfrica Logistics,716865.83,BANK_TRANSFER
KE-2400695,25/08/2023,MOF,Ministry of Finance,2211320,Cervical cancer screening,Public Health Institute,,MOBILE_MONEY
KE-2400696,06/10/2023,MOH,Ministry of Health,2211501,Refined fuels,MedSupplies Ltd,77472.74,CHEQUE
KE-2400697,04/02/2024,MOFA,Ministry of Family Affairs,2211320,Cervical cancer screening,GreenLeaf Consultancy,643816.28,CHEQUE
KE-2400698,24/10/2023,MOH,Ministry of Health,3110701,Purchase of vehicles - ambulances,GreenLeaf Consultancy,1290564.91,BANK_TRANSFER
KE-2400699,20/07/2023,MOFA,Ministry of Family Affairs,2211101,medical drugs,Highlands Print Works,302665.39,BANK_TRANSFER
KE-2400700,18/11/2023,MOI,Ministry of Interior,2210301,Domestic travel,Modern Office Systems,-77829.67,MOBILE_MONEY
KE-2400701,20/11/2023,MOF,Ministry of Finance,2211305,Immunisation outreach,MediPlus Distributors,3612.81,MOBILE_MONEY
KE-2400702,19/10/2023,MOFA,Ministry of Family Affairs,2211305,Immunisation outreach,NextGen IT,2396.29,CHEQUE
KE-2400703,11/05/2024,MOH,Ministry of Health,2211102,Contraceptives and family planning commodities,SafeWater Kenya,15849.12,MOBILE_MONEY
KE-2400704,22/03/2024,MOFA,Ministry of Family Affairs,2211105,HIV test kits and ARVs,Highlands Print Works,22573.75,MOBILE_MONEY
KE-2400705,14/03/2024,MOE,Ministry of Education,2210201,Communication supplies,Regional Bank Services,53610.53,MOBILE_MONEY
KE-2400706,31/12/2023,MOF,Ministry of Finance,2211320,Cervical cancer screening,Sunrise Cleaning Services,213263.91,BANK_TRANSFER
KE-2400707,23/08/2023,MOF,Ministry of Finance,2211199,General medical consumables,SafeWater Kenya,78419.2,MOBILE_MONEY
KE-2400708,05/02/2024,MOF,Ministry of Finance,2211103,Vaccines,United Diagnostics,2494.94,CHEQUE
KE-2400709,23/10/2023,MOF,Ministry of Finance,2211407,Cleaning and fumigation - health facilities,MedSupplies Ltd,"""5,944.14""",CHEQUE
KE-2400710,27/05/2024,MOH,Ministry of Health,2211102,Contraceptives and family planning commodities,NextGen IT,2241.31,MOBILE_MONEY
KE-2400711,26/04/2024,MOI,Ministry of Interior,2211404,SGBV survivor support services,BuildRight Contractors,58605.14,CHEQUE
KE-2400712,23/06/2024,MOE,Ministry of Education,2211103,vaccines,Vitalis Pharma,2024.48,CHEQUE
KE-2400713,06/03/2024,MOI,Ministry of Interior,2110101,Basic salaries - permanent employees,BuildRight Contractors,29799.54,BANK_TRANSFER
KE-2400714,19/02/2024,MOE,Ministry of Education,2211511,Printing and stationery,Care Foundation,7138.38,CHEQUE
KE-2400715,25/03/2024,MOF,Ministry of Finance,2211101,Medical drugs,TransAfrica Logistics,76591.86,MOBILE_MONEY
KE-2400716,23/12/2023,MOF,Ministry of Finance,3110701,purchase of vehicles - ambulances,TransAfrica Logistics,25596.03,BANK_TRANSFER
KE-2400717,23/08/2023,MOI,Ministry of Interior,2211306,Antenatal outreach services,GreenLeaf Consultancy,18255.25,BANK_TRANSFER
KE-2400718,01/04/2024,MOF,Ministry of Finance,2211105,HIV test kits and ARVs,TechnoServ Africa,327967.38,CHEQUE
KE-2400719,07/07/2023,MOFA,Ministry of Family Affairs,2211103,Vaccines,Public Health Institute,4574.91,CHEQUE
KE-2400720,23/04/2024,MOI,Ministry of Interior,3110701,purchase of vehicles - ambulances,TransAfrica Logistics,772717.09,MOBILE_MONEY
KE-2400721,15/06/2024,MOE,Ministry of Education,2211501,REFINED FUELS,Modern Office Systems,85644.85,CHEQUE
KE-2400722,02/10/2023,MOH,Ministry of Health,2211102,Contraceptives and family planning commodities,Modern Office Systems,663046.5,MOBILE_MONEY
KE-2400723,09/09/2023,MOE,Ministry of Education,2211306,Antenatal outreach services,TransAfrica Logistics,24922.76,MOBILE_MONEY
KE-2400724,11/10/2023,MOH,Ministry of Health,2211201,Laboratory reagents,Vitalis Pharma,640477.94,BANK_TRANSFER
KE-2400725,03/12/2023,MOF,Ministry of Finance,2210201,Communication supplies,SafeWater Kenya,237068.69,MOBILE_MONEY
KE-2400726,15/08/2023,MOFA,Ministry of Family Affairs,2211407,Cleaning and fumigation - health facilities,Nile Motors,1590291.28,BANK_TRANSFER
KE-2400727,24/11/2023,MOH,Ministry of Health,3110101,Construction of buildings - health facilities,PharmaWest Africa,120634.05,CHEQUE
KE-2400728,04/03/2024,MOFA,Ministry of Family Affairs,2211102,Contraceptives and family planning commodities,MediPlus Distributors,1891354.65,MOBILE_MONEY
KE-2400729,10/05/2024,MOFA,Ministry of Family Affairs,2211101,Medical drugs,Care Foundation,131445.42,BANK_TRANSFER
KE-2400730,19/02/2024,MOF,Ministry of Finance,2211501,Refined fuels,NextGen IT,215403.69,CHEQUE
KE-2400731,17/02/2024,MOFA,Ministry of Family Affairs,2210301,Domestic travel,MediPlus Distributors,1698971.7,MOBILE_MONEY
KE-2400732,22/02/2024,MOF,Ministry of Finance,2211320,Cervical cancer screening,Nile Motors,1474305.99,MOBILE_MONEY
KE-2400733,07/10/2023,MOF,Ministry of Finance,2211511,PRINTING AND STATIONERY,United Diagnostics,312612.79,BANK_TRANSFER
KE-2400734,28/06/2024,MOH,Ministry of Health,2211110,Maternity supplies and delivery kits,MediPlus Distributors,1554765.71,CHEQUE
KE-2400735,19/10/2023,MOF,Ministry of Finance,3110701,Purchase of vehicles - ambulances,Sunrise Cleaning Services,31039.82,BANK_TRANSFER
KE-2400736,20/06/2024,MOI,Ministry of Interior,2211103,Vaccines,TechnoServ Africa,1325.0,BANK_TRANSFER
KE-2400737,16/05/2024,MOE,Ministry of Education,2211407,Cleaning and fumigation - health facilities,Nile Motors,314360.94,BANK_TRANSFER
KE-2400738,12/12/2023,MOF,Ministry of Finance,2211110,Maternity supplies and delivery kits,Public Health Institute,19644.59,CHEQUE
KE-2400739,22/08/2023,MOI,Ministry of Interior,2211308,Youth SRH counselling services,Care Foundation,2559.69,CHEQUE
KE-2400740,22/12/2023,MOF,Ministry of Finance,3110701,Purchase of vehicles - ambulances,Sunrise Cleaning Services,326363.4,CHEQUE
KE-2400741,14/01/2024,MOF,Ministry of Finance,3110101,Construction of buildings - health facilities,Highlands Print Works,101975.62,MOBILE_MONEY
